#logIe_J  logsigma  logRe_J  logIe_J_err  logsigma_err  logRe_J_err  weights
  3.051     2.284      0.378     0.088      0.121       0.06       1.0        
  3.146     2.278      0.303     0.09       0.05        0.061      1.0        
  2.75      2.132      0.587     0.066      0.06        0.044      1.0        
  2.811     2.277      0.581     0.072      0.057       0.049      1.0        
  3.508     2.211      0.096     0.048      0.016       0.032      1.0        
  3.127     2.226      0.322     0.088      0.053       0.059      1.0        
  2.992     2.243      0.581     0.057      0.03        0.038      1.0        
  3.082     2.278      0.473     0.069      0.057       0.046      1.0        
  2.67      2.369      0.778     0.054      0.052       0.036      1.0        
  3.127     2.253      0.412     0.056      0.047       0.037      1.0        
  3.155     2.106      0.144     0.079      0.065       0.053      2.183406   
  3.047     2.349      0.319     0.094      0.05        0.063      1.0559661  
  3.45      2.374      0.231     0.076      0.039       0.051      1.0        
  3.19      2.35       0.426     0.051      0.033       0.034      1.0        
  2.97      2.205      0.419     0.048      0.04        0.032      1.0        
  3.295     2.217      0.128     0.057      0.03        0.038      1.545595   
  3.097     2.292      0.531     0.053      0.026       0.036      1.0        
  3.26      2.18       0.171     0.085      0.069       0.058      1.3245033  
  2.716     2.225      0.698     0.065      0.046       0.044      1.0        
  3.06      2.075      0.42      0.073      0.095       0.049      1.0        
  3.154     2.274      0.403     0.064      0.037       0.043      1.0        
  3.215     2.347      0.419     0.064      0.034       0.043      1.0        
  3.467     2.222      -0.115    0.082      0.069       0.056      4.484305   
  2.532     2.158      0.607     0.089      0.17        0.06       1.0        
  2.821     2.308      0.623     0.071      0.04        0.048      1.0        
  3.274     2.21       0.224     0.086      0.093       0.058      1.0        
  3.156     2.437      0.42      0.076      0.039       0.051      1.0        
  2.711     2.128      0.403     0.063      0.082       0.043      1.8050541  
  3.307     2.313      0.373     0.072      0.056       0.048      1.0        
  3.133     2.385      0.32      0.085      0.043       0.057      1.0        
  2.999     2.267      0.479     0.08       0.056       0.054      1.0        
  3.198     2.435      0.42      0.073      0.035       0.05       1.0        
  3.217     2.382      0.473     0.048      0.016       0.032      1.0        
  2.938     2.344      0.481     0.078      0.06        0.052      1.0        
  3.213     2.278      0.237     0.094      0.061       0.064      1.0080645  
  3.11      2.412      0.284     0.093      0.086       0.063      1.0928961  
  2.81      2.338      0.528     0.077      0.082       0.052      1.0        
  3.184     2.397      0.299     0.085      0.057       0.057      1.0        
  3.378     2.479      0.319     0.075      0.053       0.05       1.0        
  3.386     2.358      0.233     0.069      0.03        0.047      1.0        
  3.662     2.099      -0.339    0.07       0.058       0.047      10.869565  
  3.019     2.186      0.419     0.084      0.097       0.057      1.0        
  3.109     2.332      0.462     0.072      0.043       0.048      1.0        
  3.009     2.369      0.619     0.048      0.013       0.032      1.0        
  3.133     2.179      0.325     0.059      0.077       0.04       1.0        
  3.407     2.235      0.125     0.087      0.051       0.059      1.1111112  
  3.323     2.145      0.142     0.057      0.051       0.038      1.2578616  
  3.005     2.161      0.435     0.08       0.086       0.054      1.0        
  3.181     2.208      0.305     0.086      0.046       0.058      1.0        
  2.756     2.18       0.519     0.087      0.078       0.059      1.0        
  3.087     2.204      0.336     0.08       0.056       0.054      1.0        
  2.931     2.475      0.632     0.064      0.044       0.043      1.0        
  2.85      2.377      0.431     0.08       0.057       0.054      1.0        
  2.942     2.197      0.462     0.084      0.08        0.057      1.0        
  3.22      2.333      0.291     0.048      0.023       0.032      1.0        
  2.934     2.14       0.379     0.094      0.122       0.063      1.0        
  3.114     2.452      0.532     0.064      0.052       0.043      1.0        
  3.084     2.271      0.38      0.085      0.074       0.057      1.0        
  3.087     2.203      0.341     0.072      0.04        0.049      1.0        
  2.842     2.137      0.513     0.068      0.07        0.046      1.0        
  2.378     2.19       0.752     0.053      0.066       0.036      1.0        
  3.349     2.257      0.183     0.092      0.064       0.062      1.0        
  3.406     2.402      0.196     0.086      0.05        0.058      1.0        
  3.104     2.305      0.311     0.089      0.043       0.06       1.0        
  3.098     2.156      0.119     0.093      0.172       0.063      3.3898306  
  3.18      2.327      0.261     0.094      0.08        0.064      1.0        
  3.181     2.254      0.363     0.06       0.029       0.04       1.0        
  3.305     2.309      0.322     0.048      0.023       0.032      1.0        
  3.226     2.113      0.122     0.048      0.05        0.032      2.020202   
  3.474     2.397      0.217     0.08       0.056       0.054      1.0        
  3.205     2.207      0.163     0.066      0.033       0.045      1.6694491  
  3.059     2.308      0.427     0.064      0.037       0.043      1.0        
  3.184     2.305      0.33      0.082      0.056       0.055      1.0        
  3.207     2.328      0.573     0.048      0.01        0.032      1.0        
  3.352     2.252      0.226     0.065      0.059       0.044      1.0        
  3.208     2.126      0.12      0.086      0.09        0.058      2.2988505  
  2.868     2.221      0.479     0.063      0.064       0.043      1.0        
  3.143     2.552      0.683     0.048      0.02        0.032      1.0        
  3.322     2.229      0.032     0.076      0.039       0.051      2.7548208  
  3.352     2.309      0.423     0.052      0.021       0.035      1.0        
  2.524     2.167      0.679     0.064      0.101       0.043      1.0        
  3.36      2.515      0.278     0.058      0.034       0.039      1.0        
  3.214     2.279      0.276     0.09       0.059       0.061      1.0        
  3.16      2.14       0.333     0.064      0.081       0.043      1.0        
  2.966     2.079      0.296     0.081      0.087       0.054      1.5360982  
  3.496     2.249      -0.018    0.094      0.099       0.063      2.2779043  
  3.182     2.4        0.455     0.049      0.034       0.033      1.0        
  2.967     2.294      0.535     0.075      0.051       0.05       1.0        
  2.971     2.22       0.431     0.068      0.04        0.046      1.0        
  2.687     2.182      0.588     0.048      0.074       0.032      1.0        
  2.993     2.172      0.369     0.078      0.078       0.052      1.0        
  3.024     2.29       0.496     0.07       0.036       0.047      1.0        
  3.774     2.282      -0.098    0.078      0.051       0.053      1.4925373  
  3.109     2.223      0.326     0.088      0.062       0.059      1.0        
  2.858     2.305      0.324     0.094      0.096       0.064      1.8248175  
  2.667     2.179      0.647     0.056      0.065       0.038      1.0        
  3.307     2.22       0.18      0.085      0.083       0.057      1.1148272  
  2.491     2.244      0.805     0.068      0.07        0.046      1.0        
  3.634     2.281      -0.029    0.085      0.037       0.058      1.4641287  
  3.016     2.262      0.423     0.085      0.059       0.057      1.0        
  3.211     2.308      0.145     0.078      0.092       0.053      1.8939394  
  3.004     2.291      0.462     0.058      0.028       0.039      1.0        
  3.311     2.316      0.316     0.062      0.021       0.042      1.0        
  3.446     2.263      -0.0060   0.048      0.027       0.032      2.2675736  
  3.167     2.457      0.416     0.077      0.036       0.052      1.0        
  3.283     2.374      0.451     0.048      0.027       0.032      1.0        
  3.445     2.164      0.147     0.088      0.075       0.059      1.0        
  3.42      2.221      0.323     0.073      0.027       0.049      1.0        
  3.312     2.336      0.287     0.067      0.053       0.045      1.0        
  3.471     2.229      0.15      0.09       0.085       0.061      1.0        
  3.374     2.107      0.126     0.085      0.059       0.057      1.2345679  
  3.291     2.347      0.125     0.062      0.042       0.042      1.5698587  
  3.247     2.444      0.459     0.049      0.022       0.033      1.0        
  3.163     2.067      0.223     0.076      0.155       0.051      1.3495277  
  3.114     2.252      0.379     0.068      0.052       0.046      1.0        
